Sentence,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,A-anim,A-numb,A-rform,A-rstat,A-sp,A-uniq,A-fam
"ań āɣi wos ı̯uu̯, ",0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
"tuu̯ ta ꞩaltəs, koı̯up isəl tan kȯln",0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
"moꞩ isəltalas, ",X,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" ta rataꞩ laŋkwe pats, ",0,A,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
ta kaı̯aꞩli,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
" kaı̯aꞩlaŋkwe pats, ",0,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
ta lāwi,0,A,V,ta,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 saka sāw tɔ̄rŭm tot ɔ̄li,0,A,AV,NoPtcl,npst,ind,none,npfv,H,pl,barenp,typid,sp,nuniq,nfam
" akwa ɔ̄li ta pal āꞩ, ",0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,ref,sp,uniq,nfam
"tuwəl Ta PA pı̮ɣe tot ɔli, ",0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,possnp,ref,sp,uniq,weak
TPA luu̯ sist uuli,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,act,sp,uniq,strg
 pı̮ɣe ɔ̄s luu̯ sist unli,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,possnp,act,sp,uniq,strg
 ꞩar kȯt'il't wit χɔ̄n ɔ̄ı̯ka akw pal pɔ̄χèt MSχ ɔ̄s luw sist ūnli tau̯ ,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,ref,sp,uniq,nfam
MSχ pı̮ɣe takwi pɔ̄χèt luw sist ūnli,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,possnp,ref,sp,uniq,weak
 wit χɔ̄n ɔ̄ı̯ka ani kot'il't wit tara nɔ̄ŋχ ti nēı̮ɣlum,0,A,AV,ti,pst,evid,none,npfv,H,sg,barenp,act,sp,uniq,strg
 waŋnaɣe ɔ̄s kātaɣe witnəl tūp neı̮ɣlumət,0,A,AV,NoPtcl,pst,evid,none,npfv,I,pl,possnp,ref,sp,uniq,weak
 kāt χopı̯aɣe tūp neı̮ɣlamı̮ɣ,0,A,AV,NoPtcl,pst,evid,none,npfv,I,du,possnp,ref,sp,uniq,weak
" atit χum ɔ̄s ɔ̄li, ",0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,typid,sp,uniq,nfam
ꞩaχəl tɔ̄rŭn ɔı̯ka ɔ̄s luu sist ūnli,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,ref,sp,uniq,nfam
 ꞩaχəl tϽ mȯrtim māt ɔ̄li,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,top,sp,uniq,strg
 tot nȯwəl matɒs χūl āluŋkwe ı̯ȯχtuŋkwe,0,A,VP,NoPtcl,pst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
 tūr tēp āstēp  wārne maɣəs tı̮ɣ ı̯is,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" tı̮ɣl'e āsən ı̯oχtəs, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
"ta sunsı̮ɣlaste, ",1,AP,V,ta,pst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
akw mat sunsi,X,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 ꞩire sāt χul tot ta ɔ̄li ,0,A,AV,ta,npst,ind,none,npfv,A,pl,barenp,ref,nonsp,nuniq,weak
ı̯oli mā at nāŋki,0,A,AV,NoPtcl,npst,ind,neg,npfv,I,sg,barenp,ref,sp,uniq,weak
ɔ̄s tuu̯ ta ɔ̄lmaı̯ɒs,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 ꞩaχəl ta χarsatas,0,A,AV,ta,pst,ind,none,pfv,I,sg,barenp,typid,sp,nuniq,nfam
 χāp witu pats,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,barenp,ref,sp,uniq,weak
 kit χum χāp kiwərt l'ul'eı̮ɣ ꞩaT pı̮ɣaɣe,0,A,AV,NoPtcl,npst,ind,none,npfv,H,du,barenp,ref,sp,uniq,weak
 Lawi,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
tau̯ χarꞩatame porat W χɔ̄n ɔı̯ke χūntum laste,1,AP,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,fam,sp,uniq,strg
 - Manər tarwitəŋ matər pats? ,0,A,AV,NoPtcl,pst,ind,quest,pfv,U,abst,npron,undef,nonsp,nuniq,nfam
"tuwəl āŋkwatɒs, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
" sunsi,",0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
 tēnki l'ul'eı̮ɣ,0,A,AV,NoPtcl,npst,ind,none,npfv,H,du,pron,top,sp,uniq,strg
" akw mat ērt χūntleı̮ɣ, ",0,A,V,NoPtcl,npst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
χul ta ꞩaltme suiti,0,A,AV,ta,npst,ind,none,pfv,I,sg,possnp,ref,sp,nuniq,nfam
 tuwəl Wχ ɔı̯ka pı̮ɣaɣe nupəl lāwi - ,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
" Minēn,",0,A,V,NoPtcl,npst,imp,none,pfv,2,du,zero,act,sp,uniq,sap
 kit χum minası̮ɣ,0,A,AV,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
" tuw ı̯oχ təı̮ɣ, ",0,A,V,NoPtcl,npst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
 ta porat STϽ numən ı̯olal' sunsi,X,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,fam,sp,uniq,strg
" ta kos χārꞩatɒs, ",0,A,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg
ta kos χārꞩatɒs,0,A,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
 ı̯olu sunsi – ūs,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
" piɣaɣe, sunsi",X,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg
 tau̯ ta rɔχtəs,0,A,AV,ta,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg
" - am χum wāreɣŭm, wası̮ɣ ı̯ɔ̄r ta! ",X,A,AV,NoPtcl,npst,ind,none,pfv,1,sg,pron,top,sp,uniq,sap
 Ta PϽ palt ta minas,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" «tau̯ l'apat ɔ̄li, ",0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,pron,act,sp,uniq,strg
"wāɣte, tau̯ ań»",1,AP,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
 tuu̯ ta ı̯oχtı̮ɣpɒs,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
" ı̯uu̯ saltəs, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
TPϽ ı̯uu ūnli,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,act,sp,uniq,strg
 - ti manrı̮ɣ tı̮ɣ ı̯oχtəsən? ,0,A,V,NoPtcl,pst,ind,quest,pfv,2,sg,zero,act,sp,uniq,sap
naŋ nēm χuńt at ı̯olantasən ,0,A,AV,NoPtcl,pst,ind,neg,npfv,2,sg,pron,top,sp,uniq,sap
tı̮ɣ at ı̯oχtalas ,0,A,V,NoPtcl,pst,ind,neg,npfv,2,sg,zero,top,sp,uniq,sap
manurəl ı̯oχtəsən - ,0,A,V,NoPtcl,pst,ind,quest,pfv,2,sg,zero,top,sp,uniq,sap
"am, lāwi,",0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
" perı̯im wit χul tit ɔ̄li, ",0,A,AV,NoPtcl,npst,ind,none,npfv,A,mass,barenp,typid,sp,nuniq,nfam
χūl alne māɣəs ı̯isŭm! - ,0,A,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap
 - aleı̮ɣ - a? - ,X,A,V,NoPtcl,npst,ind,quest,pfv,H,du,zero,act,sp,uniq,strg
manaren aleı̮ɣ! ,X,A,V,NoPtcl,npst,ind,quest,pfv,H,du,zero,act,sp,uniq,strg
wit χϽ tot ɔ̄li,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,fam,sp,uniq,strg
 ūsəŋ tāɣəl ta ɔ̄li,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg
" - am at wāɣlum, ",1,AP,AV,NoPtcl,npst,ind,neg,npfv,1,sg,pron,act,sp,uniq,sap
manurəl kitı̮ɣleɣŭm ,X,A,V,NoPtcl,npst,ind,none,npfv,1,sg,zero,top,sp,uniq,sap
am naŋən wowuŋkwe ı̯oχtəsŭm,0,A,APV,NoPtcl,pst,ind,none,pfv,1,sg,pron,top,sp,uniq,sap
" naŋ ı̯alnuwən - ke, ",0,A,AV,NoPtcl,npst,irr,none,pfv,2,sg,pron,act,sp,uniq,sap
tuwəl lāwi - ,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
"ı̯aleɣŭm, ",0,A,V,NoPtcl,npst,ind,none,pfv,1,sg,zero,top,sp,uniq,sap
manrı̮ɣ at' ı̯aleɣŭm,0,A,V,NoPtcl,npst,ind,neg,pfv,1,sg,zero,top,sp,uniq,sap
 Pı̮ɣe nupəl ta lāws: -,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 ꞩērmatəs ,X,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
aꞩu palt ı̯uu̯ ꞩaltəs,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 ı̯uu̯ ꞩaltwe āꞩe masχatum,0,A,AV,NoPtcl,pst,evid,none,pfv,H,sg,possnp,act,sp,uniq,strg
 - luwaɣamèn astsı̮ɣ! ,0,A,AV,NoPtcl,pst,ind,none,pfv,A,du,possnp,act,sp,uniq,strg
"kon kwalsət,",0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg
 luw sisən ta tālsət ,0,A,V,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
ta minasət,0,A,V,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
" minūŋkwe patsət, ",0,A,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
TPϽ lāwi - ,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
"MSχ palt χoı̯iɣlèw, ",0,A,V,NoPtcl,npst,ind,none,pfv,1,pl,zero,act,sp,uniq,sap
tuwəl tāra = minēw,0,A,V,NoPtcl,npst,ind,none,pfv,1,pl,zero,top,sp,uniq,sap
" - minasət,",0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
 tuwəl ta ı̯oχtesət,0,A,V,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
" - Mēn, TPϽ lāwi, ",0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
"luw sist ūnlimèn, ",0,A,AV,NoPtcl,npst,ind,none,npfv,1,du,pron,act,sp,uniq,sap
"naŋ ı̯uu̯ ꞩaltsen, ",0,A,AV,NoPtcl,npst,imp,none,pfv,2,sg,pron,act,sp,uniq,sap
 ꞩT ı̯uu̯ saltəs,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
" - ta, MSϽ lāwi, ",0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
naŋ manurəl tı̮ɣ ı̯oχ təsəsn? - ,0,A,AV,NoPtcl,pst,ind,quest,pfv,2,sg,pron,act,sp,uniq,sap
"am, lāwi,",0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 ań wit χul alne māɣəs ı̯oχtəsŭm - ,0,A,AV,NoPtcl,pst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap
alasən? - ,X,A,V,NoPtcl,pst,ind,quest,pfv,2,sg,zero,act,sp,uniq,sap
 ı̯alnuwən ke,0,A,V,NoPtcl,npst,irr,none,pfv,2,sg,zero,top,sp,uniq,sap
" - wowχatsən, ",0,A,V,NoPtcl,pst,ind,none,pfv,2,sg,zero,act,sp,uniq,sap
" at χuń ı̯aleɣŭm,",0,A,V,NoPtcl,npst,ind,quest,pfv,1,sg,zero,act,sp,uniq,sap
 ı̯aleɣŭm,0,A,V,NoPtcl,npst,ind,none,pfv,1,sg,zero,top,sp,uniq,sap
 pı̮ɣe nupəl l’awi - ,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
"ı̯alen, ",0,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,act,sp,uniq,sap
"kon kwalen, ",0,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,sap
" pı̮ɣe kon kwals,",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg
" ı̯uu̯ ꞩaltəs,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 āse masχatɒm,0,A,AV,NoPtcl,pst,evid,none,pfv,H,sg,possnp,act,sp,uniq,strg
 āꞩe nupəl lāwi - ,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 minne māɣəs kon ta kwalsət,0,A,V,ta,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg
 luwe sisən ta tulsət,0,A,V,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
 at luwəŋ χum akw ı̯ot ta mineɣt ,0,A,AV,ta,npst,ind,none,npfv,H,pl,barenp,act,sp,uniq,strg
akw matērt WχϽ ı̯un ɔ̄li,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,fam,sp,uniq,strg
 kōle ńūu̯ saŋkwe ta pats,0,A,APV,ta,pst,ind,none,pfv,I,sg,possnp,ref,sp,uniq,weak
 kȯle tı̮ɣl'e - tuwl'e nas nūu̯si,0,A,AV,NoPtcl,npst,ind,none,npfv,I,sg,possnp,act,sp,uniq,strg
" kon aŋkwatɒ, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
nas āt'i χɔ̄nt ta ı̯uw,0,A,AV,ta,npst,ind,none,npfv,I,sg,barenp,ref,sp,uniq,nfam
" tan ı̯inènəl ta tarwit ta, ūse akwaı̮ɣ aln sakwali! ",0,A,AV,NoPtcl,npst,ind,none,pfv,I,sg,possnp,ref,sp,uniq,weak
"tuwəl wit num paln ta neı̮ɣlapɒs,",0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 l'al't ta pȯı̯ki,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
 kon kwalme pȯrat WχϽ sāt pı̮ɣ sāt ɔ̄tər nupəl lāwi - ,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg
"nan tɔ̄rum nupəl lāwen, ",0,A,AV,NoPtcl,npst,imp,none,pfv,2,pl,pron,act,sp,uniq,sap
pȯı̯kꞩen,0,A,V,NoPtcl,npst,imp,none,npfv,2,pl,zero,top,sp,uniq,sap
 ti χɔ̄tɒl mus ta ɔ̄lsŭw! ,0,A,V,ta,pst,ind,none,pfv,1,pl,zero,act,sp,uniq,sap
χɔ̄nt ta ı̯uu̯,0,A,AV,ta,npst,ind,none,npfv,I,sg,barenp,act,sp,uniq,strg
" am tan l'al'tanəl pȯı̯keɣŭm, ",0,A,AV,NoPtcl,npst,ind,none,npfv,1,sg,pron,act,sp,uniq,sap
nan tɔ̄rum l'al't pȯı̯ken,0,A,AV,NoPtcl,npst,imp,none,npfv,2,pl,pron,act,sp,uniq,sap
" takwi kȯn neı̮ɣlapas, ",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg
"wit num paln ta  nɔ̄ŋχ ta neı̮ɣlɒs, ",0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
tan l'al'tanəl ta pȯı̯ki,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
sȯpe palı̮ɣ rāɣatum,0,A,AV,NoPtcl,pst,evid,none,pfv,I,sg,possnp,top,sp,uniq,strg
 ta kēməl ta rɔ̄χtəs,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 tan tuwəl ta sȯı̯məsət,0,A,AV,ta,pst,ind,none,pfv,H,pl,pron,act,sp,uniq,strg
" ta poı̯tsət, ",0,A,V,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
 ta sȯı̯məst ,0,A,V,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
wit χɔ alne māɣəs minasət kos,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
 TPϽ lāwi -,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
ta wārs,X,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" ań naŋ; ꞩT nunəl lāwi, ",0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
wońsaln at mineɣən,0,A,AV,NoPtcl,npst,ind,neg,pfv,2,sg,pron,act,sp,uniq,sap
naŋ ki mān toten,X,A,V,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,sap
 Nila luwəŋ χum ań ı̯uu̯ ta minasət,0,A,AV,ta,pst,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg
 χolitan ꞩT an witχulaluŋkwe ta pats,0,A,APV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
 ań mana kēm nȯmte pati ,0,A,AV,NoPtcl,npst,ind,none,npfv,U,abst,npron,undef,nonsp,nuniq,nfam
 WχϽ lawi - ,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
an kasəŋ tuw tı̮ɣ ı̯oχten,0,A,V,NoPtcl,npst,imp,none,npfv,2,sg,zero,act,sp,uniq,sap
 wası̮ɣ at kantmalteɣt,0,A,V,NoPtcl,npst,ind,neg,npfv,H,pl,zero,act,sp,uniq,strg
 ań ta ɔleɣt,0,A,V,ta,npst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg
" ńaı̮t āɣi kaı̯s, ",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,fam,sp,uniq,strg
te lāwi -,0,A,V,ta,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
tuwəl sāt ēlŭmχolɒs sorumpats,0,A,AV,NoPtcl,pst,ind,none,pfv,H,pl,barenp,fam,sp,uniq,strg
 ı̯orn āɣi ɔs kaı̯is,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
 tuwəl lāwi - ,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
"ti χɔtal tit ti ɔ̄li, ",0,A,V,ti,npst,ind,none,npfv,I,sg,zero,act,sp,uniq,strg
"ꞩōpiten, pȯtwataı̮ɣ ı̯aluŋkwe",0,A,VP,NoPtcl,npst,imp,none,pfv,2,pl,zero,top,sp,uniq,sap
" tuu̯ ı̯oχti, ",0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
" ńaı̯t āɣi toχ ta kaı̯a:slɒs, ",0,A,AV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
 nēm χoti pāŭlt toχ at lāweɣt ,0,A,V,NoPtcl,npst,ind,neg,npfv,H,pl,zero,typid,nonsp,nuniq,nfam
 kos χoti pāŭln ı̯oχteɣt ,0,A,V,NoPtcl,npst,ind,none,npfv,H,pl,zero,typid,nonsp,nuniq,nfam
mot kit χum ēla ta tȯteı̮ɣ,X,A,AV,ta,npst,ind,none,npfv,H,du,barenp,typid,nonsp,nuniq,nfam
" an nȯrkȯləŋ χum ta wis, ",X,A,AV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
sɔ̄təŋı̮ɣ ta ı̯ēmtəs,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 Tapəst ɔ̄jka ɔ̄li. ,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,typid,sp,nuniq,nfam
 jāŋk nātəs. ,0,A,V,NoPtcl,pst,ind,none,pfv,I,mass,barenp,ref,sp,uniq,weak
 ɔ̄jka lāwsi:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
" - maj, - lawi,",0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 - akwaı̮ɣ nɔt palitəl jāt ɔ̄lew̯.,0,A,V,NoPtcl,npst,ind,none,npfv,1,pl,zero,act,sp,uniq,sap
 asn ɔs janlnūwuu̯. ,0,A,V,NoPtcl,npst,irr,none,pfv,1,pl,zero,top,sp,uniq,sap
 ti tāltχatasət,0,A,V,ti,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
 ꞩaɣtn tɔχ patsət.,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
 sakw suntn jɔχtəst,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
 āꞩēn lāwi:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,top,sp,uniq,strg
 - nēn pı̮kweı̮ɣ mȱsχal mān pȱχtēn.,X,A,AV,NoPtcl,npst,imp,none,pfv,2,du,pron,act,sp,uniq,sap
 pɔranəl jɔmas mān puwelen. ,1,AP,V,NoPtcl,npst,imp,none,pfv,2,du,zero,top,sp,uniq,sap
" tit, - lawi,",0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
 - Tɔru̮m āɣi ēkwa tit ɔ̄li. ,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,uniq,sp,uniq,nfam
 jȯmꞩakw pū̬rlaχtēn. ,0,A,V,NoPtcl,npst,imp,none,npfv,2,du,zero,act,sp,uniq,sap
 Pı̮ɣaɣe lāweı̮ɣ:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,du,possnp,act,sp,uniq,strg
 aꞩēn ɔ̄jka taχ nɔməsi: ,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg
 „taχ l’ulsɒŋ ta lāwsı̮.,0,A,V,ta,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
 narı̮ɣtaχtasət,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg
 taɣt kȯtl’en jɔχtəst. ,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
 an’ ɔjka lāwi:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
 - jɔmas mān pȱχtēn. ,0,A,V,NoPtcl,npst,imp,none,pfv,2,du,zero,act,sp,uniq,sap
 pū̬rlaχtēn. ,0,A,V,NoPtcl,npst,imp,none,npfv,2,du,zero,top,sp,uniq,sap
 pı̮ɣaɣe lāweı̮ɣ:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,du,possnp,act,sp,uniq,strg
 āꞩēn ɔ̄jka nɔməsi:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg
 „l’ul’sɒŋ ta lāwsı̮ɣ ɔs!”,0,A,V,ta,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
 Ͻs ta narı̮ɣtaχtasət,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg
 wȯjkan witūp χulɒn āsn jɔχtəst. ,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
 māχu̮m akwaı̮ɣ wȯjkan n’ɔlpa n’ɔləŋ χul ꞩun’əl (kasəl) ūnleɣt. ,0,A,AV,NoPtcl,npst,ind,none,npfv,H,pl,barenp,ref,nonsp,nuniq,nfam
 āꞩēn ɔ̄jka lāwəsi:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg
" „Tur χaleu̯, as χaleu̯ āken ūnlən mān jɔχtəsuu̯{ən}",0,A,V,NoPtcl,pst,ind,none,pfv,2,sg,zero,act,sp,uniq,sap
 pū̬rlaχten. ,0,A,V,NoPtcl,npst,imp,none,npfv,2,du,zero,act,sp,uniq,sap
 pı̮ɣaɣe lāweı̮ɣ,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg
 āꞩēn ɔ̄jka nɔməsi:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg
 ɔ̄lmı̮ɣtasət. ,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
 tēn alı̯ꞩlaŋkwə ti patsı̮ɣ.,0,A,APV,ti,pst,ind,none,pfv,H,du,pron,act,sp,uniq,strg
 mɔt nupəl jaleı̮ɣ,0,A,V,NoPtcl,npst,ind,none,npfv,H,du,zero,top,sp,uniq,strg
 ɔs mineɣ - ,0,A,V,NoPtcl,npst,ind,none,npfv,H,du,zero,top,sp,uniq,strg
tātal χāpɒl juwı̮ɣ. ,0,A,V,NoPtcl,npst,ind,none,npfv,H,du,zero,top,sp,uniq,strg
" ta kɔs alı̯ꞩlası̮ɣ,",0,A,V,NoPtcl,pst,ind,none,npfv,H,du,zero,top,sp,uniq,strg
 alɣal’ ti mineı̮ɣ,0,A,V,ti,npst,ind,none,npfv,H,du,zero,top,sp,uniq,strg
 lāweı̮ɣ: ,0,A,V,NoPtcl,npst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
" - sar, mēnki n ūnlən māmēn jɔχtimēn. ",0,A,V,NoPtcl,npst,ind,none,pfv,1,du,zero,act,sp,uniq,sap
" wornake minimēn,",0,A,V,NoPtcl,npst,irr,none,pfv,1,du,zero,top,sp,uniq,sap
 wor uj ɔs χun’ sɔ̄tli.,0,A,AV,NoPtcl,npst,ind,quest,npfv,A,mass,barenp,typid,nonsp,nuniq,nfam
 ta mineı̮ɣ. ,0,A,V,ta,npst,ind,none,npfv,H,du,zero,act,sp,uniq,strg
 āꞩēn pɔra kȯtl̥’t ūnli,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,possnp,fam,sp,uniq,strg
 sēml̥ witu̯p tēpəŋ taɣtēn pateı̮ɣ. ,0,A,V,NoPtcl,npst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
