,No,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,S-anim,S-Numb,A-rform,A-rstat,A-sp,A-uniq,A-fam,O-anim,O-Numb,O-rform,O-rstat,O-sp,O-uniq,O-fam
 - at nè punsilən,877,1,AP,V,NoPtcl,fut,irr,neg,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,zero,top,sp,uniq,strg
 ti āt'i,878,,,,ti,,,neg,,,,,,,,,,,,,,,
 ani tı̮ɣ maı̯eln,879,1,AP,PV,NoPtcl,fut,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,I,sg,barenp,top,sp,uniq,strg
 ākw takwi PN maı̯lŭm ānite akw taite ı̯uu̯ maı̯wes,880,X,P,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,demp,fam,sp,uniq,strg
 ta almaı̯aste,881,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 ńɔ̄wəl' lōmt ta tɔ̄u̯məs,882,1,A,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
" -e, sɔ̄l', χɔ̄sat astum",883,0,A,V,NoPtcl,pst,evid,none,pfv,I,mass,zero,act,sp,uniq,strg,,,,,,,
 ta pɔ̄l'am!,884,0,A,V,ta,pst,evid,none,pfv,I,mass,zero,top,sp,uniq,strg,,,,,,,
 - minen,885,0,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
" ēꞩaɣən lāwen,",886,0,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,,,,,,,
 wos ı̯uwı̮ɣ,887,0,A,V,NoPtcl,fut,opt,none,pfv,H,du,zero,act,sp,uniq,sap,,,,,,,
 tēntèn ɔ̄s astəsaɣŭm,888,1,AP,PxV,NoPtcl,pst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,H,du,pron,act,sp,uniq,strg
" ta ı̯uu̯ ı̯oχtəs,",889,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 an KPN tuu̯ ta kwalapɒs,890,0,A,AV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 MN palt ta minas,891,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 - MN ɔleɣən?,892,0,A,V,NoPtcl,npst,ind,quest,npfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 - ɔleɣum,893,0,A,V,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap,,,,,,,
 - āwi torɣen ı̯anɣı̮ɣ punseln!,894,1,AP,PxV,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,barenp,act,sp,uniq,strg
 - āt'i at punsilum!,895,1,AP,V,NoPtcl,fut,ind,neg,pfv,1,sg,zero,act,sp,uniq,sap,I,sg,zero,top,sp,uniq,strg
 tan ɔ̄s man χalkwenəl tuwəl ta wiste,896,1,AP,AxV,ta,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
 ı̯uu̯ ta taχas,897,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 mań ēse nupəl lāwi,898,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" -nāŋ ɔs ta astuwesən,",899,X,P,PxV,ta+,pst,ind,none,pfv,,,,,,,,2,sg,pron,act,sp,uniq,sap
 ı̯alen,900,0,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,,,,,,,
" an MPN ta tāχɒs, MN palt",901,0,A,AV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 tuu̯ ı̯oχtəs,902,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Lawi,903,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 - MN ɔ̄leɣən?,904,0,A,V,NoPtcl,npst,ind,quest,npfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 -ɔleɣŭm,905,0,A,V,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap,,,,,,,
 -pı̮ɣriꞩən alaslən,906,1,AP,PV,NoPtcl,pst,ind,quest,pfv,2,sg,zero,act,sp,uniq,sap,H,sg,possnp,act,sp,uniq,strg
 -alaslum,907,1,AP,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,H,sg,zero,top,sp,uniq,strg
 ām astəs,908,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,barenp,act,sp,uniq,sap,,,,,,,
 ńɔ̄wl'əl χūnəslum,909,1,AP,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,I,sg,zero,ref,sp,nuniq,nfam
 nɔ̄wəl' ani sup wȯı̯eln!,910,1,AP,PV,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,barenp,act,sp,uniq,strg
 tuwəl āwi ı̯anɣı̮ɣ at punsite,911,1,AP,PxV,NoPtcl,pst,ind,neg,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 āni sup mań χalkwenəl ta wiste,912,1,AP,PxV,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 ań takwi molal maı̯lum ānite ı̯uu̯ ta maı̯wes,913,X,P,PV,ta,pst,ind,none,pfv,,,,,,,,I,sg,possnp,fam,sp,uniq,strg
 tuu̯ nomsi:,914,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,,,,,,,
 sɔ̄l' ań MN pɣriꞩ ńɔ̄wəl'!,915,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 nas āti takwi mȯlɒl maı̯lum ānitetəl rētatalawe,916,X,P,V,NoPtcl,npst,ind,none,pfv,,,,,,,,H,sg,pron,act,sp,uniq,strg
" ānite wis,",917,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
 ı̯uu̯ ta minas,918,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" kitɣaɣe nupəl ı̯oχtəs,",919,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 lāwi,920,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 -tēsen?,921,0,A,V,NoPtcl,pst,ind,quest,pfv,2,du,zero,act,sp,uniq,sap,,,,,,,
" - āti, at tēsmen,",922,X,A,V,NoPtcl,pst,ind,neg,pfv,1,du,zero,act,sp,uniq,sap,,,,,,,
 naŋ ūrimēn,923,1,A,PV,NoPtcl,npst,ind,none,npfv,1,du,zero,top,sp,uniq,sap,2,sg,pron,act,sp,uniq,sap
 mań PN ı̯oχtəs,924,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 uꞩ ta tēsət,925,X,A,V,ta+,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
 ań āni supkenəl ńɔ̄wəl' ı̯uu̯ ta taı̯apasanəl,926,1,AP,PV,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,mass,barenp,act,sp,uniq,sap
 ètimɒs,927,0,A,V,NoPtcl,pst,ind,none,pfv,,,,,,,,,,,,,,
 ań χumit ɔs ta ı̯oχtesət,928,0,A,AxV,ta+,pst,ind,none,pfv,H,pl,barenp,fam,sp,uniq,strg,,,,,,,
" MN χumite ı̯oχtəs,",929,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,fam,sp,uniq,strg,,,,,,,
" ı̯uu̯ ꞩaltəs,",930,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 ı̯oln untəs,931,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Moꞩ Ne lawi,932,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" - ti χɔ̄tal pı̯ɣriꞩum aluŋkwe ti marlalwesum, por nētn!",933,0,INF-P,PVA,ti,pst,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg,1,sg,zero,top,sp,uniq,strg
 χumite lāwi:,934,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,
" - am molal taɣel lāweɣŭm,",935,0,A,AxV,NoPtcl,npst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
" naŋki kon ul kwalen,",936,0,A,AV,NoPtcl,fut,imp,neg,pfv,2,sg,pron,act,sp,uniq,sap,,,,,,,
 pı̮ɣriꞩən kon ul tarateln!,937,1,AP,PV,NoPtcl,fut,imp,neg,pfv,2,sg,zero,top,sp,uniq,sap,H,sg,possnp,act,sp,uniq,strg
" ań alapanuwe,",938,X,P,V,NoPtcl,pst,irr,none,pfv,,,,,,,,H,sg,barenp,top,sp,uniq,sap
 akw lomt at χɔ̄ntnuwən,939,1,A,PV,NoPtcl,pst,irr,neg,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,barenp,typid,nonsp,nuniq,nfam
 ań am wɔ̄rt ı̯alnèm sis ul'ı̯iw mēnki kolmēn pal nupəl ı̯alasen,940,0,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,,,,,,,
 tan tuu̯ at ı̯uwət,941,0,A,AV,NoPtcl,fut,ind,neg,npfv,H,pl,pron,act,sp,uniq,strg,,,,,,,
" ta ꞩirəl lawsası̮ɣ,",942,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg,,,,,,,
" ań ta ɔ̄leı̮ɣ,",943,0,A,V,ta,npst,ind,none,npfv,H,du,zero,top,sp,uniq,strg,,,,,,,
 an ta ꞩuńeı̮ɣ,944,0,A,V,ta,npst,ind,none,npfv,H,du,zero,top,sp,uniq,strg,,,,,,,
