Sentence,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,A-anim,A-numb,A-rform,A-rstat,A-sp,A-uniq,A-fam,O-anim,O-numb,O-rform,O-rstat,O-sp,O-uniq,O-fam
 ꞩepna maɧьste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
" Liliŋ vitьl ajtsaɧe,",1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,H,du,zero,top,sp,uniq,strg
" Man̩ıŋ jemtsaɧe,",1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,du,zero,top,sp,uniq,strg
 Artalas nila kol lapne janit mā,1,A,VP,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
 Hoŋhsa hurьɧ ꞩepnьl lévātas,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
" Kon almajaste,",1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 Os mot hoŋhsa hurьɧ kivьrnьl kon levataste,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,top,sp,uniq,strg
 Os motan levatas,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,npron,top,sp,uniq,strg
" Os hoŋhsa hurьɧ kivьrnьl kol kon viste,",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,top,sp,uniq,strg
" Os motan levatas,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,npron,top,sp,uniq,strg
 sat nak l̩ulit kumьska kole kon levatas,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,top,sp,uniq,strg
 Ekvaьɧ ojkaьɧ man̩ pьɧriꞩ paul tene janьɧ pūri ta vars,1,A,APV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
 Sat nak l̩ulıt kumьska kolen us taɧьl mire tusьn tuv taltsane,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,pl,dpossnp,act,sp,uniq,strg
 Ekvaьɧ ojkaьɧ man̩ pьɧriꞩ Mutraŋ ekva aɧi Lui hum pьɧna miste,1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,H,sg,barenp,fam,sp,uniq,strg
 Lui hum janьɧ aɧi (LHP eꞩe) Ekva Pьɧriꞩna miste,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,H,sg,barenp,uniq,sp,uniq,nfam
 Lui hum pьɧ man̩ eꞩe Ekvaьɧ ojkaьɧ man̩ pьɧriꞩna neьɧ vajves,1,P,PAV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg,H,sg,possnp,act,sp,uniq,strg
"nehotpa tav kinsi hum,",1,A,AVP,NoPtcl,npst,ind,none,npfv,H,sg,barenp,typid,nonsp,nuniq,nfam,H,sg,barenp,typid,nonsp,nuniq,nfam
a humhotpa kinsi ne.,1,A,AVP,NoPtcl,npst,ind,none,npfv,H,sg,barenp,typid,nonsp,nuniq,nfam,H,sg,barenp,typid,nonsp,nuniq,nfam
"ser vor vur vor s<ā>mt, ta h<ū>ripa jɔmas kan ho<ɔ̄>nt<s̥>.",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,typid,nonsp,nuniq,nfam
"To<ɔ̄>ro<u>mn t<ē>lo<u>m, m<ā>n t<ē>lo<u>m janьɧ jiva<æ>tnьl kol <ū>nt<t>ь<ə>s.",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,typid,nonsp,nuniq,nfam
"olne ju<>>rt mestaɧ jivnьl ne vareɧom."" {wārèɣu̮m}",1,A,PV,NoPtcl,npst,ind,none,pfv,1,sg,zero,top,sp,uniq,sap,H,sg,barenp,typid,nonsp,nuniq,nfam
"Jivńьl ne v<ā>rs,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,barenp,ref,sp,uniq,strg
"jo<ɔ>mas ūlam<l̥> masta<ɒ>ste,",1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
"to<ɔ̄>r<l̥> pi<u>n<ł>taste,",1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
paln <ū>n<t>ta<ɒ>ste.,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
su<>>nsite,1,AP,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,act,sp,uniq,strg
"""am jaɧpiŋ<ɣ>um kinsaŋke jaleɧum.",0,A,APV,NoPtcl,npst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,H,sg,possnp,fam,sp,uniq,strg
"Hosa torme, hosaɧ j<ō>mite,",1,AP,PV,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,abst,possnp,ref,sp,uniq,nfam
vat<'>i torme vat<'>iɧ j<ō>mite {wat't'iɣ},1,AP,PV,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,abst,possnp,ref,sp,uniq,nfam
"su<>>nsiɣlite,",1,AP,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
kos kitьɧl̩ite,1,AP,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
"su<>>ns<ı̮>ɧlaŋke pat{<ə>}ste,",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
jaɧpiɧe jivne varo{u̮}m.,1,A,APV,NoPtcl,pst,evid,none,pfv,H,sg,possnp,fam,sp,uniq,strg,H,sg,barenp,typid,sp,uniq,strg
Man̩ moꞩn<ē>n jiv n<ē> <ā>lmajaves,1,P,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,H,sg,barenp,top,sp,uniq,strg
Man̩ moꞩn<ē> jiv n<ē> <ū>lam[i]t hot ahsane,1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg,I,pl,barenp,act,sp,uniq,strg
tav no[ɔ̄]h massane.,1,AP,AV,NoPtcl,pst,ind,none,pfv,H,sg,pron,top,sp,uniq,strg,I,pl,zero,top,sp,uniq,strg
"Man̩ moꞩn<ē> s<ā>ɧrap vis,",1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,weak
"jiv n<ē> s<ē>j sam, pors-sam janittьɧ rāv s<ā>ɣr<a>ɒste.",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,barenp,act,sp,uniq,strg
Jiv n<ē> jiv sakane Man̩ moꞩn<ē>n kon pors <ā>n̩a jo<ɔ̄>lь<i> pal<n̥> punvest.,1,P,PAV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg,I,pl,possnp,ref,sp,uniq,weak
Hosa olmen vati olmen jujipalt piɧ oʂseɧa.,1,A,PV,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,H,sg,barenp,typid,sp,uniq,nfam
<ā>ꞩen n̩<ā>ll j<ɔ̄>vtьl v<ār>ves.,1,P,AV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
n̩<ā>l pahtaŋke pats:,0,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,nuniq,strg
"Man̩ moꞩhum piɧ ti l<ā>tь<ə>ŋ h<ȯ>ls,",1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,demnp,ref,sp,uniq,weak
naŋ p<ē>t ul v<ā>ren,1,A,APV,NoPtcl,npst,imp,neg,pfv,2,sg,pron,act,sp,uniq,sap,I,abst,barenp,typid,nonsp,nuniq,nfam
(l'ul' ul wāren),1,A,PV,NoPtcl,npst,imp,neg,pfv,2,sg,zero,top,sp,uniq,sap,I,abst,barenp,typid,nonsp,nuniq,nfam
"n̩<ā>lane, jovte <jɔ̄wtane> vi<u>s",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,possnp,fam,sp,uniq,strg
n̩<ā>l pahtaŋkv pats.,0,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
ak n̩<ā>le pat<a>mtaste,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
nemat hotpan at kinsave.,1,P,AV,NoPtcl,npst,ind,neg,npfv,H,sg,npron,typid,nonsp,nuniq,nfam,H,sg,zero,top,sp,uniq,strg
"nemat hotpan at kinsave,",1,P,AV,NoPtcl,npst,ind,neg,npfv,H,sg,npron,typid,nonsp,nuniq,nfam,H,sg,zero,top,sp,uniq,strg
"am jiv ne v<ā>r<ı̮>ɧlas<o>m,",1,A,APV,NoPtcl,pst,ind,none,pfv,1,sg,pron,top,sp,uniq,sap,H,sg,barenp,fam,sp,uniq,strg
"n<ē>te to<ɔ̄>r hot <ń>iro<u̮>taste,",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,barenp,uniq,sp,uniq,weak
Man̩ moꞩhum sāɧra<u>p almajs.,1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,barenp,ref,sp,uniq,weak
Jaɧ<ā>ɧь<i>te (nete) poŋknьl s<ā>ɧrapaste.,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,possnp,act,sp,uniq,strg
"s<ē>j sam, pors sam janьt<t>e̮ɧ rav s<ā>ɧraste.",1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
n̩ɔ̄vl̩ sakane <luw sakane> kona totsane,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,possnp,ref,sp,uniq,weak
uł̩al p<ē>lamtasane.,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
Piɧe os jot vi<u>ste.,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,possnp,fam,sp,uniq,strg
Mot s<ē>r vo<ɔ̄>r vu<>>r v<ō>r s<ā>mt kol (v<ā>rseɧa) {ūttəseɣa},1,A,PV,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,I,sg,barenp,typid,sp,nuniq,nfam
"Man̩ moꞩne jaɧpiɧen rav kos s<ā>ɧraves,",1,P,PAV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,fam,sp,uniq,strg,H,sg,barenp,fam,sp,uniq,strg
"Man̩ moꞩne jaɧpiɧen rav kos s<ā>ɧraves,",1,P,PAV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,fam,sp,uniq,strg,H,sg,barenp,fam,sp,uniq,strg
p<ā>ɧьl jort pum tajjimate poriɧ juv t<ē>ste.,1,AP,PV,NoPtcl,pst,ind,none,pfv,A,sg,zero,act,sp,uniq,strg,I,sg,barenp,fam,sp,uniq,strg
v<ō>rt kol v<ā>rne kan h<o>ɔ̄nt<s̥>,1,A,PV,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
i kol v<ā>rs.,1,A,PV,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
v<ō>rt<ā>lnut <ē>ka h<ū>r<ŏ̯>m n̩avram on̩ꞩь<ə>s.,1,A,APV,NoPtcl,pst,ind,none,pfv,A,sg,barenp,act,sp,uniq,strg,A,pl,barenp,ref,sp,uniq,nfam
V<ō>rt<ō>lnut <ē>ka n̩avremane <ā><ń>iɧьjane,1,AP,APV,NoPtcl,npst,ind,none,npfv,A,sg,barenp,act,sp,uniq,strg,A,pl,possnp,act,sp,uniq,strg
i sipiɧlьjane.,1,AP,V,NoPtcl,npst,ind,none,npfv,A,sg,barenp,act,sp,uniq,strg,A,pl,possnp,act,sp,uniq,strg
"""Man moꞩert tь johtav<ē>va h<ō>sa l<ē>ɧp̥ ujin.",X,P,PVA,ti,npst,ind,none,pfv,A,sg,barenp,typid,nonsp,nuniq,nfam,1,pl,pron,act,sp,uniq,sap
Tan man o<ɔ̄>lne kanuv artalьjanьl,1,AP,APV,NoPtcl,npst,ind,none,pfv,H,pl,pron,act,sp,uniq,strg,I,sg,possnp,uniq,sp,uniq,weak
āꞩanьl os jot totьjanь<ə>l.,1,AP,PV,NoPtcl,npst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,H,sg,possnp,act,sp,uniq,strg
V<ō>rt<ō>lnut ēka sas ꞩuŋkari <ā>ɧьten mis.,1,A,APV,NoPtcl,pst,ind,none,pfv,A,sg,barenp,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
"ti s<ā>s ꞩuŋkarin, tan juv narŏ̯mtane jivanьl palt narŏ̯mteln.",1,AP,PV,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,I,sg,demnp,act,sp,uniq,strg
tan jivanьl kona hartьjanьl,1,AP,PV,NoPtcl,npst,ind,none,pfv,H,pl,pron,act,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
tan kasalь<i>janьl.,1,AP,AV,NoPtcl,npst,ind,none,pfv,H,pl,pron,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
"kinsel[i]n"".",1,AP,V,NoPtcl,npst,imp,none,npfv,2,sg,pron,act,sp,uniq,sap,H,sg,zero,act,sp,uniq,strg
k<ē>tne n<ē>anь<ə>l masne sov [v]os toti.,1,A,APV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,ref,sp,uniq,strg,I,sg,barenp,typid,sp,nuniq,nfam
"usьŋ otьr ojkan, tah man ji<e>kaŋk[v]e, pataveva.",0,P,APV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,fam,sp,uniq,strg,1,pl,pron,act,sp,uniq,sap
"tan tah manavnьl n̩<ō>vi<ə><ł> {ńɔ̄wel'} pajtaŋk[v]e pateɧьt,",0,A,APV,NoPtcl,npst,ind,none,pfv,H,pl,pron,act,sp,uniq,strg,I,mass,barenp,ref,sp,uniq,weak
am naŋьn tont uꞩti han̩ꞩt[ь]ilom.,1,AP,APV,NoPtcl,npst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,2,sg,pron,act,sp,uniq,sap
usьŋ otьr ojka piɧatn pisal̩il patamtaves,1,P,AV,NoPtcl,pst,ind,none,pfv,H,pl,barenp,fam,sp,uniq,strg,A,sg,zero,top,sp,uniq,strg
usьŋ otьr ojka piɧatn ahsa laves,1,P,AV,NoPtcl,pst,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg,A,sg,zero,top,sp,uniq,strg
"si{ə, ė}r manajanьt jo<ɔ̄>r o<ɔ̄>n̩ꞩeɧьn.""",1,A,PV,NoPtcl,npst,ind,quest,npfv,2,sg,zero,act,sp,uniq,sap,I,abst,barenp,typid,nonsp,nuniq,nfam
Piɧane jiv vis<t̥>,1,A,APV,NoPtcl,pst,ind,none,pfv,H,pl,possnp,act,sp,uniq,strg,I,sg,barenp,typid,sp,nuniq,nfam
jiv juv nariɧ tas{ə}t.,1,A,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
<ū>sьŋ <ō>tьr <ō>jka piɧant ꞩam<a> ta pon̩salaveseɧa,1,P,AV,ta,pst,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg,A,du,zero,top,sp,uniq,strg
<ŭ>sьŋ <ō>tьr <ō>jka man̩ piɧ jiv vi<u>s,1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,barenp,fam,sp,uniq,strg
v<ō>ŋha h<ō>sь<i>t m<ā>ɧ{<ə>}ste.,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
jive kona hartaste,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,possnp,top,sp,uniq,strg
"Ūsɘŋ <ō>tьr <ō>jkan s<ā>s ꞩuŋkari almajav<ē>s,",1,P,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,barenp,top,sp,uniq,strg
sunsaste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
"kona totu<ɒ>nk[v]e patste,",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
<ū>sьŋ <ō>tьr <ō>jka ma<ń> piɧ supe hot <ā>ŋh[a]ste,1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,possnp,uniq,sp,uniq,weak
n<ē>t<ē>n mastaste.,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
n<ē>t<ē> sup masəs,1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,top,sp,uniq,strg,I,sg,barenp,top,sp,uniq,strg
"husah tall nos a<ł>nt<ē>ln,",1,AP,V,NoPtcl,npst,imp,none,npfv,2,sg,zero,top,sp,uniq,sap,1,sg,zero,top,sp,uniq,sap
Humit<ē>n n<ɔ̄>ŋha almaves,1,P,AV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
"n<ē> k<ē>t<ē>na,",1,A,PV,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,H,sg,barenp,typid,sp,nuniq,nfam
"""man n<ē> ho<ɔ̄>ŋ<n>tsuva v<ō>rtolnut v<ō>ŋha ki<e>virt.",1,A,APV,NoPtcl,pst,ind,none,pfv,1,pl,pron,act,sp,uniq,sap,H,sg,barenp,ref,sp,uniq,strg
"masne sov tav<ē>n toten"".",1,A,PV,NoPtcl,npst,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,I,sg,barenp,typid,sp,nuniq,nfam
"<ū>sьŋ<n> <ō>tьr <ō>jka <ē>ka ti l<ā>tьŋ h<ŏ>ls,",1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg,I,sg,demnp,ref,sp,uniq,weak
masne sovt almajs,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,uniq,strg
"mastaste,",1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
pun<ł>taste,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
koln man̩e t<ū>lste.,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,possnp,top,sp,uniq,strg
Kasap s<ā>jin p<ā>ln <ū>nt<t>aste.,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
<ū>sьŋ <ō>tьr <ō>jka v<ō>rt<ō>lnutanьl ji<e>kaŋk[v]e patsan<ə>l,1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,fam,sp,uniq,strg,A,pl,possnp,fam,sp,uniq,strg
ma<ń>[j]anьl n̩e<ɔ̄>vl'i<ə>l kos majlьjanьl,1,AP,PV,NoPtcl,npst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg,H,sg,possnp,fam,sp,uniq,strg
Mol v<ō>rt<ō>lnut <ā>ŋk[v]e lāvom vārmil̩ nomite.,1,AP,PV,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,fam,sp,uniq,strg
tav akan pi<u>nijane.,1,AP,AV,NoPtcl,npst,ind,none,npfv,H,sg,pron,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
s<ū>n kivьrt akan atьm n<ō>vl̩ane kon totsane.,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,fam,sp,uniq,strg
v<ō>rt<ō>lnut jaɧpiɧen misane.,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
"am tot naŋьn uꞩ ha<ń>iꞩtьlom.""",1,AP,APV,NoPtcl,npst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,2,sg,pron,top,sp,uniq,sap
"""hotьl <ū>sьŋ <ō>tьr <ō>jka v<ō>rt<ō>lnut n<ē> man̩ vi<u>s"".",1,A,APV,NoPtcl,pst,ind,quest,pfv,H,sg,barenp,act,sp,uniq,strg,H,sg,barenp,act,sp,uniq,strg
"Man moꞩne jaɧpiɧ<ē>n rav kos s<ā>ɧrav<ē>s,",1,P,PAV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,H,sg,barenp,fam,sp,uniq,strg
V<ō>rt<ō>lnut <ā>ɧь h<ō>ta<ɒ>lane l<ō>vintьman oꞩsane.,1,AP,APV,NoPtcl,pst,ind,none,npfv,H,sg,barenp,act,sp,uniq,strg,I,pl,possnp,ref,sp,uniq,weak
h<ū>rmit h<ō>tal<ē>t <ō>nьpe v<ō>vs u<ł'>i<ji>v totne <ł>ōŋh pa<t>tan.,X,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,H,sg,possnp,fam,sp,uniq,strg
u<ł'><ji>v totne <ł̩><ō>ŋh pa<t>tat āŋk[v]e i jaɧpiɧaɧe h<ō>ntsaɣena.,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg,A,sg,barenp,fam,sp,uniq,strg
an̩ t<ō>r<u̮>mn nurьŋьɧ vojvesьn. jaɧpiɧьn palt jalmin m<ā>ɧьs.,1,P,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,fam,sp,uniq,strg,2,sg,zero,top,sp,uniq,sap
"<ō>s t<ō>r<o̯>m[ь]<n̥> s<ā>t piɧьl, s<ā>t <ā>ɧьl l<ā>vsav<ē>sьn.",1,P,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,2,sg,zero,top,sp,uniq,sap
h<ō>sa t<ō>rmanьl h<ō>sa{<ı̮>}ɧ <ō>lijanьl,1,AP,PV,NoPtcl,npst,ind,none,npfv,H,pl,zero,act,sp,uniq,strg,I,sg,possnp,ref,sp,uniq,weak
vat̩i tormanьl v va<t'>t<'>iɧ <ō>lijanьl.,1,AP,PV,NoPtcl,npst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg,I,sg,possnp,ref,sp,uniq,weak
 ul' ı̯̯iw̯ kinseɣŭm,1,A,PV,NoPtcl,npst,ind,none,npfv,1,sg,zero,top,sp,uniq,sap,I,mass,barenp,typid,nonsp,nuniq,nfam
 ꞩama alilum!,1,AP,V,NoPtcl,npst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,2,sg,zero,top,sp,uniq,sap
 - am ti porsət kon totiı̯anum,1,AP,APV,NoPtcl,npst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,I,pl,demnp,ref,sp,nuniq,nfam
" nan ul' ı̯iw̯ sāɣren,",1,A,APV,NoPtcl,npst,imp,none,pfv,2,pl,pron,act,sp,uniq,sap,I,mass,barenp,typid,nonsp,nuniq,nfam
 wit totēn,1,A,PV,NoPtcl,npst,imp,none,pfv,2,pl,zero,top,sp,uniq,sap,I,mass,barenp,typid,nonsp,nuniq,nfam
" tau̯ ēꞩaɣe konn tosɒm tarı̮ɣ sāɣresı̮ɣ,",1,A,APV,NoPtcl,pst,ind,none,pfv,H,du,possnp,act,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
" ul' ı̯iw, ta sāɣreı̮ɣ",1,A,PV,ta,npst,ind,none,npfv,H,du,zero,top,sp,uniq,strg,I,mass,barenp,typid,nonsp,nuniq,nfam
 MN ɔ̄s wit toti,1,A,APV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,mass,barenp,typid,nonsp,nuniq,nfam
" ı̯PN porsane kon totsane,",1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,pl,dpossnp,act,sp,uniq,strg
" ꞩɔ̄pitasane,",1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,top,sp,uniq,strg
 χūrŭm pal ɔ̄lne maɣəs ta ꞩɔ̄pitasane,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,top,sp,uniq,strg
" ul' ı̯iw tūlsət,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,I,mass,barenp,act,sp,uniq,strg
" ɔ̄rɒs saməlta sanəl,",1,AP,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,weak
 kūꞩè pal'aɣènəl pūwəste,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,ref,sp,uniq,weak
 χɔ̄t ta āŋχẇitaste,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
" ēntɒp kwalɣe pēsatɒs,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
 muli pāln tuu̯ ta rau̯tsasane,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
" ēntɒp kalɣe praɣ pinɒs,",1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
 wȯı̯kane paɣ=pinɒs,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
